Date,AAPL,AMZN,GOOGL,META,MSFT
2020-03-10,68.94554901123047,94.59100341796875,63.28037643432617,176.9539337158203,153.20785522460938
2020-03-11,66.551025390625,91.04299926757812,60.090965270996094,169.05909729003906,146.26724243164062
2020-03-12,59.978797912597656,83.83049774169922,55.16072082519531,153.3984832763672,132.39549255371094
2020-03-13,67.16474151611328,89.25,60.258209228515625,169.0988006591797,151.21803283691406
2020-03-16,58.52421569824219,84.4574966430664,53.247676849365234,144.9971466064453,128.9299774169922
2020-03-17,61.09752655029297,90.39199829101562,55.48378372192383,148.3834991455078,139.54563903808594
2020-03-18,59.60185623168945,91.5,54.15035629272461,145.94056701660156,133.6712646484375
2020-03-19,59.14520263671875,94.04650115966797,55.16667556762695,152.06777954101562,135.87057495117188
2020-03-20,55.39031982421875,92.30449676513672,53.00996398925781,148.6913604736328,130.76747131347656
2020-03-23,54.21360397338867,95.1415023803711,52.31125259399414,147.07264709472656,129.46315002441406
2020-03-24,59.6525993347168,97.00499725341797,56.07680130004883,159.86331176757812,141.2307586669922
2020-03-25,59.323997497558594,94.29199981689453,54.66794967651367,155.12640380859375,139.8788299560547
2020-03-26,62.445796966552734,97.77449798583984,57.709957122802734,162.20693969726562,148.62835693359375
2020-03-27,59.86041259765625,95.00499725341797,55.09670639038086,155.70236206054688,142.52560424804688
2020-03-30,61.56869125366211,98.19750213623047,56.88569259643555,164.79884338378906,152.55093383789062
2020-03-31,61.44305419921875,97.48600006103516,57.661827087402344,165.6429443359375,150.1517333984375
2020-04-01,58.21010208129883,95.38500213623047,54.69175720214844,158.49288940429688,144.82008361816406
2020-04-02,59.181427001953125,95.94149780273438,55.43266677856445,157.0926513671875,147.81910705566406
2020-04-03,58.33090591430664,95.32949829101562,54.22528839111328,153.1104736328125,146.45765686035156
2020-04-06,63.41956329345703,99.87950134277344,58.71586608886719,164.40159606933594,157.34938049316406
2020-04-07,62.68500900268555,100.58000183105469,58.684593200683594,167.6588592529297,155.65467834472656
2020-04-08,64.28939819335938,102.1500015258789,59.89743423461914,173.07106018066406,157.21612548828125
2020-04-09,64.75333404541016,102.13800048828125,59.8760871887207,173.97474670410156,157.22560119628906
2020-04-13,66.0242919921875,108.44349670410156,60.06665802001953,173.5775146484375,157.57786560058594
2020-04-14,69.35873413085938,114.16600036621094,62.78710174560547,176.93406677246094,165.3753662109375
2020-04-15,68.72564697265625,115.38400268554688,62.39356994628906,175.74240112304688,163.64259338378906
2020-04-16,69.27171325683594,120.40950012207031,62.400020599365234,175.02737426757812,168.55528259277344
2020-04-17,68.33179473876953,118.75,63.47043228149414,177.9966583251953,170.0405731201172
2020-04-20,66.91345977783203,119.68049621582031,62.584625244140625,177.00360107421875,166.67019653320312
2020-04-21,64.84515380859375,116.40599822998047,60.153499603271484,169.6151885986328,159.7772216796875
2020-04-22,66.712890625,118.17449951171875,62.44866180419922,181.01556396484375,165.2040252685547
2020-04-23,66.45439147949219,119.97250366210938,63.081871032714844,183.8457794189453,163.2046661376953
2020-04-24,68.37287139892578,120.51100158691406,63.35133361816406,188.75152587890625,166.18466186523438
2020-04-27,68.42120361328125,118.80000305175781,63.06648635864258,186.1993408203125,165.70864868164062
2020-04-28,67.31214904785156,115.7040023803711,61.16734313964844,181.6411895751953,161.6717987060547
2020-04-29,69.52301788330078,118.635498046875,66.60575103759766,192.8429412841797,168.92660522460938
2020-04-30,70.98967742919922,123.69999694824219,66.83004760742188,203.28994750976562,170.6212921142578
2020-05-01,69.8468017578125,114.302001953125,65.3720703125,200.86688232421875,166.20367431640625
2020-05-04,70.83503723144531,115.79949951171875,65.64897918701172,203.8361358642578,170.26904296875
2020-05-05,71.8982162475586,115.88999938964844,66.9451904296875,205.6335906982422,172.09703063964844
2020-05-06,72.6400146484375,117.56300354003906,66.76702117919922,207.02386474609375,173.79171752929688
2020-05-07,73.39144134521484,118.38050079345703,67.9505844116211,209.79454040527344,174.80093383789062
2020-05-08,75.1383056640625,118.98049926757812,68.69794464111328,210.87698364257812,175.82916259765625
2020-05-11,76.32062530517578,120.44999694824219,69.65321350097656,211.70118713378906,177.7904052734375
2020-05-12,75.44840240478516,117.84750366210938,68.24337005615234,208.64259338378906,173.76316833496094
2020-05-13,74.53742980957031,118.39600372314453,66.91094207763672,203.67726135253906,171.1354217529297
2020-05-14,74.99535369873047,119.44249725341797,67.33424377441406,205.37539672851562,171.8780517578125
2020-05-15,74.5519790649414,120.48899841308594,68.13815307617188,209.4171600341797,174.38197326660156
2020-05-18,76.30850219726562,121.31300354003906,68.73963165283203,211.71115112304688,176.0481414794922
2020-05-19,75.86758422851562,122.46649932861328,68.20466613769531,215.37554931640625,174.82948303222656
2020-05-20,77.34304809570312,124.89700317382812,69.92962646484375,228.37474060058594,177.2544708251953
2020-05-21,76.76643371582031,122.33699798583984,69.81002807617188,229.7848663330078,175.12545776367188
2020-05-22,77.26065826416016,121.84400177001953,70.1321029663086,233.28048706054688,175.20181274414062
2020-05-26,76.7373275756836,121.09300231933594,70.53555297851562,230.58924865722656,173.3496551513672
2020-05-27,77.0716781616211,120.51950073242188,70.48145294189453,227.55050659179688,173.5787353515625
2020-05-28,77.1056137084961,120.05500030517578,70.3802261352539,223.89601135253906,173.1873321533203
2020-05-29,77.03048706054688,122.11849975585938,71.13850402832031,223.52857971191406,174.95358276367188
2020-06-01,77.9778060913086,123.552001953125,71.20548248291016,230.30126953125,174.55259704589844
2020-06-02,78.33883666992188,123.62049865722656,71.57469940185547,231.10562133789062,176.53846740722656
2020-06-03,78.77007293701172,123.91999816894531,71.4228515625,228.56341552734375,176.96804809570312
2020-06-04,78.09168243408203,123.02999877929688,70.18470764160156,224.72027587890625,174.6385498046875
2020-06-05,80.3158187866211,124.1500015258789,71.4610595703125,229.169189453125,178.72474670410156
2020-06-08,80.79069519042969,126.2030029296875,71.85905456542969,229.79483032226562,179.8322296142578
2020-06-09,83.3418960571289,130.04299926757812,72.05953979492188,237.01437377929688,181.2070770263672
2020-06-10,85.48605346679688,132.37249755859375,72.6858139038086,235.08786010742188,187.92831420898438
2020-06-11,81.3818588256836,127.89800262451172,69.5693588256836,222.87315368652344,177.83688354492188
2020-06-12,82.08447265625,127.2509994506836,70.11622619628906,226.99436950683594,179.2402801513672
2020-06-15,83.09961700439453,128.63400268554688,70.50428771972656,230.88719177246094,180.38597106933594
2020-06-16,85.30192565917969,130.7635040283203,71.78114318847656,234.01531982421875,184.806396484375
2020-06-17,85.1832275390625,132.0489959716797,72.08235931396484,233.8961639404297,185.44606018066406
2020-06-18,85.2171401977539,132.69900512695312,71.16827392578125,234.30331420898438,187.43186950683594
2020-06-19,84.73014068603516,133.75050354003906,70.69783782958984,237.13356018066406,186.31484985351562
2020-06-22,86.94701385498047,135.6909942626953,71.98905944824219,237.56056213378906,191.48947143554688
2020-06-23,88.8028793334961,138.2205047607422,72.65007019042969,240.5596160888672,192.768798828125
2020-06-24,87.2353286743164,136.72000122070312,71.09780883789062,232.39662170410156,188.88308715820312
2020-06-25,88.39341735839844,137.72900390625,71.51466369628906,234.0451202392578,191.2698516845703
2020-06-26,85.67745971679688,134.64349365234375,67.6161117553711,214.58106994628906,187.44142150878906
2020-06-29,87.65205383300781,134.0189971923828,69.33463287353516,219.1094512939453,189.4558868408203
2020-06-30,88.38373565673828,137.9409942626953,70.37080383300781,225.49485778808594,194.29635620117188
2020-07-01,88.2165756225586,143.93499755859375,71.559326171875,235.90213012695312,195.43251037597656
2020-07-02,88.2165756225586,144.51499938964844,72.94534301757812,231.80079650878906,196.92185974121094
2020-07-06,90.57638549804688,152.8520050048828,74.42019653320312,238.61322021484375,201.1608428955078
2020-07-07,90.29535675048828,150.00599670410156,73.93734741210938,239.18919372558594,198.82176208496094
2020-07-08,92.3983154296875,154.0554962158203,74.61621856689453,241.89035034179688,203.1943817138672
2020-07-09,92.7956771850586,159.13150024414062,75.36357879638672,242.80393981933594,204.61695861816406
2020-07-10,92.95797729492188,160.0,76.37344360351562,243.37001037597656,203.99636840820312
2020-07-13,92.52914428710938,155.1999969482422,75.04448699951172,237.3420867919922,197.69517517089844
2020-07-14,94.06035614013672,154.1999969482422,75.47274780273438,238.0670166015625,198.91722106933594
2020-07-15,94.7072525024414,150.44349670410156,75.2752456665039,238.61322021484375,198.6212615966797
2020-07-16,93.5418930053711,149.9949951171875,75.17798614501953,239.25869750976562,194.68777465820312
2020-07-17,93.3529052734375,148.09849548339844,75.27374267578125,240.35108947753906,193.6948699951172
2020-07-20,95.32022094726562,159.8419952392578,77.60563659667969,243.717529296875,202.0200958251953
2020-07-21,94.00464630126953,156.9145050048828,77.21260070800781,240.07302856445312,199.2991180419922
2020-07-22,94.26872253417969,154.99549865722656,77.65575408935547,238.2060546875,202.16331481933594
2020-07-23,89.97795104980469,149.32749938964844,75.26879119873047,230.98648071289062,193.37025451660156
2020-07-24,89.7550277709961,150.44549560546875,74.84500885009766,229.10960388183594,192.1864013671875
2020-07-27,91.88226318359375,152.760498046875,75.89803314208984,231.8802490234375,194.62095642089844
2020-07-28,90.37285614013672,150.01649475097656,74.61870574951172,228.523681640625,192.87380981445312
2020-07-29,92.10516357421875,151.67649841308594,75.60424041748047,231.67169189453125,194.82142639160156
2020-07-30,93.21965789794922,152.593994140625,76.34168243408203,232.873291015625,194.6687469482422
2020-07-31,102.97869110107422,158.23399353027344,73.83958435058594,251.91033935546875,195.7284393310547
2020-08-03,105.57351684570312,155.59449768066406,73.58203887939453,250.21217346191406,206.73646545410156
2020-08-04,106.27853393554688,156.94149780273438,73.11257934570312,248.0969696044922,203.63357543945312
2020-08-05,106.66375732421875,160.25149536132812,73.39991760253906,247.3918914794922,203.29940795898438
2020-08-06,110.38519287109375,161.25,74.6832046508789,263.4397888183594,206.55503845214844
2020-08-07,107.87548828125,158.3730010986328,74.35668182373047,266.577880859375,202.86024475097656
2020-08-10,109.44345092773438,157.4080047607422,74.2797622680664,261.1756591796875,198.82176208496094
2020-08-11,106.1886215209961,154.0334930419922,73.47185516357422,254.353271484375,194.17225646972656
2020-08-12,109.71771240234375,158.11199951171875,74.7968521118164,258.0871887207031,199.71920776367188
2020-08-13,111.65945434570312,158.05099487304688,75.26383972167969,259.48736572265625,199.2513885498047
2020-08-14,111.55994415283203,157.4010009765625,74.6673355102539,259.42779541015625,199.44232177734375
2020-08-17,111.26866912841797,159.12049865722656,75.24347686767578,259.34832763671875,200.75982666015625
2020-08-18,112.19586944580078,165.62449645996094,77.20565795898438,260.5201721191406,201.91505432128906
2020-08-19,112.33660125732422,163.0240020751953,76.6513442993164,260.7684631347656,200.69007873535156
2020-08-20,114.82931518554688,164.86849975585938,78.22147369384766,267.1439514160156,205.36038208007812
2020-08-21,120.74676513671875,164.23599243164062,78.187744140625,265.15777587890625,203.867431640625
2020-08-24,122.19092559814453,165.3730010986328,78.66313934326172,269.5074462890625,204.5086212158203
2020-08-25,121.18852996826172,167.32449340820312,79.69037628173828,278.87200927734375,207.16921997070312
2020-08-26,122.8365707397461,172.09249877929688,81.59002685546875,301.80181884765625,211.6480712890625
2020-08-27,121.36811828613281,170.0,80.81537628173828,291.1859436035156,216.8448028564453
2020-08-28,121.17151641845703,170.08999633789062,81.35678100585938,291.6229248046875,219.07467651367188
2020-08-31,125.28071594238281,172.54800415039062,80.8655014038086,291.1661071777344,215.8399200439453
2020-09-01,130.27096557617188,174.95599365234375,82.13343048095703,293.39056396484375,217.5051727294922
2020-09-02,127.57196807861328,176.57249450683594,85.22554779052734,300.401611328125,221.69691467285156
2020-09-03,117.35841369628906,168.39999389648438,80.8645248413086,289.1005554199219,207.96351623535156
2020-09-04,117.43610382080078,164.7310028076172,78.46761322021484,280.76873779296875,205.04458618164062
2020-09-08,109.53325653076172,157.49200439453125,75.60872650146484,269.2790222167969,193.95252990722656
2020-09-09,113.90216064453125,163.4304962158203,76.78135681152344,271.82122802734375,202.21173095703125
2020-09-10,110.18373107910156,158.7554931640625,75.73030853271484,266.2302551269531,196.54612731933594
2020-09-11,108.73712158203125,155.81100463867188,75.21965789794922,264.7605285644531,195.2637176513672
2020-09-14,111.99923706054688,155.14849853515625,74.8757553100586,264.30377197265625,196.58441162109375
2020-09-15,112.17400360107422,157.80650329589844,76.18040466308594,270.5302734375,199.80958557128906
2020-09-16,108.86334228515625,153.90499877929688,75.03753662109375,261.6919860839844,196.23985290527344
2020-09-17,107.12548828125,150.43649291992188,73.79443359375,253.05238342285156,194.19183349609375
2020-09-18,103.72745513916016,147.74549865722656,72.01041412353516,250.77822875976562,191.78005981445312
2020-09-21,106.87308502197266,148.02349853515625,70.97076416015625,246.42860412597656,193.83770751953125
2020-09-22,108.55268096923828,156.44949340820312,72.44363403320312,252.98281860351562,198.50804138183594
2020-09-23,103.99930572509766,149.9929962158203,69.94104766845703,247.29258728027344,191.9714813232422
2020-09-24,105.06725311279297,150.989501953125,70.6094970703125,247.79904174804688,194.45977783203125
2020-09-25,109.00898742675781,154.75650024414062,71.41342163085938,253.05238342285156,198.89083862304688
2020-09-28,111.61091613769531,158.70249938964844,72.38607025146484,255.03851318359375,200.44125366210938
2020-09-29,110.7662582397461,157.24400329589844,72.7513198852539,259.9739685058594,198.3549041748047
2020-09-30,112.43614196777344,157.43649291992188,72.73046875,260.083251953125,201.2930450439453
2020-10-01,113.38760375976562,161.06300354003906,73.83709716796875,264.78045654296875,203.33151245117188
2020-10-02,109.72742462158203,156.25,72.23422241210938,258.1368408203125,197.33087158203125
2020-10-05,113.1060562133789,159.9600067138672,73.58551025390625,262.8141784667969,201.34088134765625
2020-10-06,109.86334991455078,154.9980010986328,72.0069351196289,256.86572265625,197.06292724609375
2020-10-07,111.7274169921875,159.7845001220703,72.4098892211914,256.3294677734375,200.81451416015625
2020-10-08,111.62060546875,159.52749633789062,73.61528015136719,261.9303283691406,201.5322723388672
2020-10-09,113.56234741210938,164.33250427246094,74.9561538696289,262.61553955078125,206.53756713867188
2020-10-12,120.77589416503906,172.14649963378906,77.64283752441406,273.8371276855469,211.88739013671875
2020-10-13,117.57202911376953,172.18150329589844,77.76592254638672,274.22442626953125,213.28463745117188
2020-10-14,117.659423828125,168.1855010986328,77.58577728271484,269.9344177246094,211.3705291748047
2020-10-15,117.1933822631836,166.9324951171875,77.19026947021484,264.86981201171875,210.22215270996094
2020-10-16,115.55262756347656,163.635498046875,77.79718780517578,264.0852355957031,210.22215270996094
2020-10-19,112.6011962890625,160.36050415039062,75.92384338378906,259.58673095703125,205.01588439941406
2020-10-20,114.08663177490234,160.85049438476562,76.972412109375,265.7039794921875,205.4274139404297
2020-10-21,113.46527099609375,159.2469940185547,78.70481872558594,276.7964782714844,205.57098388671875
2020-10-22,112.37787628173828,158.82000732421875,79.73057556152344,276.190673828125,205.65704345703125
2020-10-23,111.6885757446289,160.22000122070312,81.0367202758789,282.8144836425781,206.9394989013672
2020-10-26,111.69828796386719,160.3520050048828,78.6204605102539,275.187744140625,201.05372619628906
2020-10-27,113.203125,164.31649780273438,79.34449768066406,281.3248596191406,204.08755493164062
2020-10-28,107.96044158935547,158.13900756835938,74.97352600097656,265.8132629394531,193.97171020507812
2020-10-29,111.9604263305664,160.55050659179688,77.26023864746094,278.8818664550781,195.92401123046875
2020-10-30,105.68861389160156,151.8074951171875,80.19952392578125,261.2847900390625,193.77076721191406
2020-11-02,105.60120391845703,150.2239990234375,80.6069564819336,259.5469665527344,193.63671875
2020-11-03,107.22259521484375,152.42050170898438,81.66595458984375,263.45965576171875,197.56056213378906
2020-11-04,111.6011962890625,162.05799865722656,86.63789367675781,285.3864440917969,207.0926055908203
2020-11-05,115.56234741210938,166.10000610351562,87.46414184570312,292.6358337402344,213.69615173339844
2020-11-06,115.4310302734375,165.56849670410156,87.32669067382812,291.37469482421875,214.1077117919922
2020-11-09,113.12610626220703,157.18699645996094,87.41055297851562,276.836181640625,209.0066680908203
2020-11-10,112.78571319580078,151.75100708007812,86.23444366455078,270.5401916503906,201.9437713623047
2020-11-11,116.20909118652344,156.8695068359375,86.70637512207031,274.56207275390625,207.2457733154297
2020-11-12,115.93677520751953,155.51400756835938,86.4875259399414,273.17181396484375,206.18344116210938
2020-11-13,115.98542022705078,156.4405059814453,87.948486328125,275.0288391113281,207.2074737548828
2020-11-16,116.99684143066406,156.55299377441406,88.03631591796875,277.0248718261719,207.89649963378906
2020-11-17,116.11182403564453,156.7830047607422,87.4224624633789,273.0923767089844,205.24554443359375
2020-11-18,114.78915405273438,155.2729949951172,86.37933349609375,270.0833740234375,202.53964233398438
2020-11-19,115.38241577148438,155.8509979248047,87.26911926269531,271.0466613769531,203.82545471191406
2020-11-20,114.11809539794922,154.97000122070312,86.16793823242188,267.8291015625,201.87757873535156
2020-11-23,110.72393798828125,154.91949462890625,85.73023986816406,266.5679016113281,201.60888671875
2020-11-24,112.00768280029297,155.9029998779297,87.53362274169922,274.9991149902344,205.20716857910156
2020-11-25,112.84407043457031,159.2534942626953,87.54503631591797,273.6782531738281,205.2167510986328
2020-11-27,113.38870239257812,159.76699829101562,88.68095397949219,275.8828430175781,206.52175903320312
2020-11-30,115.7811508178711,158.40199279785156,87.06218719482422,275.0487060546875,205.40870666503906
2020-12-01,119.35037231445312,161.00399780273438,89.0948257446289,284.5622253417969,207.46206665039062
2020-12-02,119.70049285888672,160.17649841308594,90.56422424316406,285.5254821777344,206.6560821533203
2020-12-03,119.56436920166016,159.3365020751953,90.40888977050781,279.8948669433594,205.5718231201172
2020-12-04,118.89327239990234,158.12899780273438,90.50418090820312,277.7597351074219,205.68698120117188
2020-12-07,120.35210418701172,157.89999389648438,90.17019653320312,283.59893798828125,205.6197509765625
2020-12-08,120.96479797363281,158.864501953125,89.88732147216797,281.4341125488281,207.27015686035156
2020-12-09,118.43620300292969,155.2100067138672,88.22637939453125,275.99212646484375,203.2305145263672
2020-12-10,119.85613250732422,155.07449340820312,87.71971130371094,275.1976623535156,202.0022735595703
2020-12-11,119.04891204833984,155.8209991455078,88.07453155517578,271.6523742675781,204.6314697265625
2020-12-14,118.43620300292969,157.84849548339844,86.95599365234375,272.2879943847656,205.53343200683594
2020-12-15,124.36869049072266,158.25599670410156,87.39366912841797,273.6385192871094,205.46627807617188
2020-12-16,124.30060577392578,162.04800415039062,87.20063781738281,273.7577819824219,210.40786743164062
2020-12-17,125.1661605834961,161.8040008544922,86.37289428710938,272.57598876953125,210.54222106933594
2020-12-18,123.18219757080078,160.08250427246094,85.66374969482422,274.4826354980469,209.7458038330078
2020-12-21,124.7090835571289,160.3090057373047,86.0776138305664,270.897705078125,213.58396911621094
2020-12-22,128.25885009765625,160.3260040283203,85.36599731445312,265.2372131347656,214.87930297851562
2020-12-23,127.36414337158203,159.2635040283203,85.76349639892578,266.2501525878906,212.0774383544922
2020-12-24,128.34640502929688,158.63450622558594,86.05776977539062,265.54510498046875,213.7375030517578
2020-12-28,132.936767578125,164.197998046875,88.03285217285156,275.0785217285156,215.8580780029297
2020-12-29,131.16677856445312,166.10000610351562,87.22892761230469,274.8599853515625,215.08079528808594
2020-12-30,130.0484161376953,164.29249572753906,86.1614761352539,269.98406982421875,212.71078491210938
2020-12-31,129.04666137695312,162.84649658203125,86.974853515625,271.2651672363281,213.4208526611328
2021-01-04,125.856689453125,159.3314971923828,85.65929412841797,267.0744323730469,208.8822021484375
2021-01-05,127.41275787353516,160.92550659179688,86.35005950927734,269.09027099609375,209.08370971679688
2021-01-06,123.12384796142578,156.91900634765625,85.49800109863281,261.48345947265625,203.66229248046875
2021-01-07,127.32524108886719,158.10800170898438,88.05171966552734,266.875732421875,209.4578857421875
2021-01-08,128.42422485351562,159.13499450683594,89.2174072265625,265.71392822265625,210.734130859375
2021-01-11,125.43850708007812,155.7104949951172,87.15596771240234,255.05831909179688,208.69029235839844
2021-01-12,125.26343536376953,156.04150390625,86.22003936767578,249.34820556640625,206.23385620117188
2021-01-13,127.2960433959961,158.29449462890625,86.70735931396484,249.89439392089844,207.5868377685547
2021-01-14,125.37046813964844,156.37350463867188,85.89698791503906,243.93603515625,204.40115356445312
2021-01-15,123.64904022216797,155.21249389648438,85.73323059082031,249.61634826660156,204.04612731933594
2021-01-19,124.32007598876953,156.03799438476562,88.5544204711914,259.2887878417969,207.68276977539062
2021-01-20,128.4047393798828,163.16900634765625,93.29855346679688,265.6245422363281,215.26316833496094
2021-01-21,133.1118621826172,165.34950256347656,93.50102996826172,270.97711181640625,215.86764526367188
2021-01-22,135.25143432617188,164.6114959716797,93.91838073730469,272.5958251953125,216.80801391601562
2021-01-25,138.9957275390625,164.6999969482422,94.00373077392578,276.0815124511719,220.24313354492188
2021-01-26,139.22914123535156,166.30650329589844,94.6821060180664,280.09344482421875,222.9298858642578
2021-01-27,138.15933227539062,161.62899780273438,90.26498413085938,270.2522277832031,223.47677612304688
2021-01-28,133.32583618164062,161.88099670410156,91.96514892578125,263.1617431640625,229.26280212402344
2021-01-29,128.33665466308594,160.30999755859375,90.68282318115234,256.53802490234375,222.5748748779297
2021-02-01,130.45680236816406,167.1439971923828,93.94369506835938,260.1924743652344,229.95372009277344
2021-02-02,131.2835235595703,169.0,95.23641967773438,265.227294921875,229.81936645507812
2021-02-03,130.2623291015625,165.62649536132812,102.1720199584961,264.80023193359375,233.1681671142578
2021-02-04,133.6175994873047,166.5500030517578,101.91149139404297,264.6413879394531,232.21823120117188
2021-02-05,133.20364379882812,167.6074981689453,103.65827941894531,266.2402038574219,232.40052795410156
2021-02-08,133.3497772216797,166.14700317382812,103.44439697265625,264.7307434082031,232.6596221923828
2021-02-09,132.47312927246094,165.25,102.9913330078125,267.58087158203125,233.90696716308594
2021-02-10,131.86924743652344,164.32899475097656,103.54166412353516,269.98406982421875,232.99545288085938
2021-02-11,131.61598205566406,163.10650634765625,103.6543197631836,268.51434326171875,234.59788513183594
2021-02-12,131.8497772216797,163.885498046875,103.96595764160156,268.6235656738281,235.07763671875
2021-02-16,129.72645568847656,163.44749450683594,104.74359130859375,272.0694885253906,233.8398895263672
2021-02-17,127.43760681152344,165.4320068359375,105.13661193847656,271.67230224609375,234.8592987060547
2021-02-18,126.33697509765625,166.4114990234375,104.50091552734375,267.5212707519531,234.4649658203125
2021-02-19,126.49282836914062,162.4949951171875,103.65728759765625,259.7455749511719,231.7528076171875
2021-02-22,122.72343444824219,159.03700256347656,101.94274139404297,258.5240783691406,225.53993225097656
2021-02-23,122.58707427978516,159.72500610351562,102.2335433959961,264.0157470703125,224.3473663330078
2021-02-24,122.09033966064453,157.97650146484375,103.40916442871094,262.47650146484375,225.57838439941406
2021-02-25,117.84371185302734,152.85800170898438,100.04161071777344,252.9232635498047,220.23104858398438
2021-02-26,118.10669708251953,154.64649963378906,100.3373794555664,255.83287048339844,223.49142456054688
2021-03-01,124.46688842773438,157.3070068359375,102.70698547363281,263.07232666015625,227.8769989013672
2021-03-02,121.86632537841797,154.72650146484375,102.4499282836914,257.203369140625,224.9244384765625
2021-03-03,118.88590240478516,150.25,99.81632232666016,253.6382598876953,218.85574340820312
2021-03-04,117.00608825683594,148.8784942626953,100.93387603759766,255.85284423828125,218.05752563476562
2021-03-05,118.26255798339844,150.0229949951172,104.06719207763672,262.44671630859375,222.74124145507812
2021-03-08,113.3341293334961,147.59750366210938,99.62227630615234,253.53895568847656,218.69227600097656
2021-03-09,117.94112396240234,153.1425018310547,101.25296020507812,263.8965759277344,224.83782958984375
2021-03-10,116.85999298095703,152.8820037841797,101.0460205078125,263.06243896484375,223.5298614501953
